smiles_raw,smiles,valid_rdkit,in_training_set
COc1cc(F)cc2ccc(Nc3ccc(F)c(Cl)c3F)nc12,COc1cc(F)cc2ccc(Nc3ccc(F)c(Cl)c3F)nc12,True,False
CN(C)c1n[nH]c(Nc2ccc(Br)cc2OCC#N)c1-c1ccc2[nH]ccc2c1,CN(C)c1n[nH]c(Nc2ccc(Br)cc2OCC#N)c1-c1ccc2[nH]ccc2c1,True,False
CCS(=O)(=O)CCn1c(C2CCCOC2)nnc1N1CCC(OCc2ccccc2)C1,CCS(=O)(=O)CCn1c(C2CCCOC2)nnc1N1CCC(OCc2ccccc2)C1,True,False
O=C(NCc1ccc(N2CC=CC2)cc1)c1ccc(Br)c([N+](=O)[O-])c1,O=C(NCc1ccc(N2CC=CC2)cc1)c1ccc(Br)c([N+](=O)[O-])c1,True,False
COc1ccc(C(=O)N2CCOC(c3cccnc3)C2)cc1S(=O)(=O)NC(C)(C)C,COc1ccc(C(=O)N2CCOC(c3cccnc3)C2)cc1S(=O)(=O)NC(C)(C)C,True,False
FC(F)(F)c1cc2ncnc(Nc3ccn(Cc4ccccn4)c(=O)c3)c2cc1OCc1cccc2nccn21,O=c1cc(Nc2ncnc3cc(C(F)(F)F)c(OCc4cccc5nccn45)cc23)ccn1Cc1ccccn1,True,False
COc1cc2ncnc(Nc3ccc(OC(C)C)cc3)c2cc1OC1=NNc2nc3ccccc3n2C1,COc1cc2ncnc(Nc3ccc(OC(C)C)cc3)c2cc1OC1=NNc2nc3ccccc3n2C1,True,False
Cc1ccc2oc(N3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)nc2c1,Cc1ccc2oc(N3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)nc2c1,True,False
Fc1ccc(Nc2nnc(-c3cccc4ccncc34)o2)cc1,Fc1ccc(Nc2nnc(-c3cccc4ccncc34)o2)cc1,True,False
CCOc1ccc(N2C(=O)c3cc(Br)ccc3NC(C(=O)OC)C2=O)cc1,CCOc1ccc(N2C(=O)c3cc(Br)ccc3NC(C(=O)OC)C2=O)cc1,True,False
CC(NC(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccc(F)cc1F,CC(NC(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccc(F)cc1F,True,False
CN(Cc1cc(F)cc2ccncc12)S(=O)(=O)c1ccc(C(F)(F)F)cc1,CN(Cc1cc(F)cc2ccncc12)S(=O)(=O)c1ccc(C(F)(F)F)cc1,True,False
Cc1ccc(C(=O)N2CC(C)C(Nc3ncnc4c3cnn4C)C2)c(O)n1,Cc1ccc(C(=O)N2CC(C)C(Nc3ncnc4c3cnn4C)C2)c(O)n1,True,False
CC(C#N)N(Cc1cccc(C(N)=O)c1)C1CCCOc2ccccc21,CC(C#N)N(Cc1cccc(C(N)=O)c1)C1CCCOc2ccccc21,True,False
CNC(=O)c1ccc(OCc2cccc(OC(F)(F)F)c2)c(C(=O)OC)c1,CNC(=O)c1ccc(OCc2cccc(OC(F)(F)F)c2)c(C(=O)OC)c1,True,False
O=C(CN1CCN(C(=O)NCCNC(=O)c2cn3c(n2)CCCC3)CC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,O=C(CN1CCN(C(=O)NCCNC(=O)c2cn3c(n2)CCCC3)CC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,True,False
O=C1CN(CCc2ccc3c(c2)OCCN3CC(=O)N2CCc3ccccc32)CCN1,O=C1CN(CCc2ccc3c(c2)OCCN3CC(=O)N2CCc3ccccc32)CCN1,True,False
Cc1nc(CCNc2ccc(Nc3nc4ccccc4nc3N3CCCC3)cc2)no1,Cc1nc(CCNc2ccc(Nc3nc4ccccc4nc3N3CCCC3)cc2)no1,True,False
COC(=O)c1cnc(NC(=O)c2ccc3nnc(-c4ccccc4F)n3c2)s1,COC(=O)c1cnc(NC(=O)c2ccc3nnc(-c4ccccc4F)n3c2)s1,True,False
O=C(NC1(CC2CC2)CCN(C2CCC(OC(F)F)CC2)CC1)c1ccccc1F,O=C(NC1(CC2CC2)CCN(C2CCC(OC(F)F)CC2)CC1)c1ccccc1F,True,False
Cn1cnc2cc(CNc3cccc(NC(=O)c4ccsc4)c3)ccc21,Cn1cnc2cc(CNc3cccc(NC(=O)c4ccsc4)c3)ccc21,True,False
CC(c1ccc(C(=O)Nc2ccc3[nH]nc(Br)c3c2)cc1)C(F)(F)F,CC(c1ccc(C(=O)Nc2ccc3[nH]nc(Br)c3c2)cc1)C(F)(F)F,True,False
C=C(Br)CNC(=S)Nc1cc(Cl)cc2c1cnn2C(C)C,C=C(Br)CNC(=S)Nc1cc(Cl)cc2c1cnn2C(C)C,True,False
C#Cc1ccc(C(=O)NCCN(C)C(=O)C2(CC=C)CCOCC2)cn1,C#Cc1ccc(C(=O)NCCN(C)C(=O)C2(CC=C)CCOCC2)cn1,True,False
O=C(NC1CCOC(c2ccncc2)C1)c1cnn(-c2ccc(Br)cc2)c1,O=C(NC1CCOC(c2ccncc2)C1)c1cnn(-c2ccc(Br)cc2)c1,True,False
COc1ccc(Nc2ncc(Br)c(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)cc1,COc1ccc(Nc2ncc(Br)c(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)cc1,True,False
Cc1nccnc1Nc1c(Br)cc(F)c(Cl)c1F,Cc1nccnc1Nc1c(Br)cc(F)c(Cl)c1F,True,False
COc1ccc(-c2cc(-c3nc(-c4ccc(Br)cc4Br)no3)c(OC)nc2)cc1,COc1ccc(-c2cnc(OC)c(-c3nc(-c4ccc(Br)cc4Br)no3)c2)cc1,True,False
N#CCOc1ccccc1-c1nc(-c2cccc3cccnc32)no1,N#CCOc1ccccc1-c1nc(-c2cccc3cccnc23)no1,True,False
CC(NCc1cnn(-c2ccccc2)c1)c1ncn(C)n1,CC(NCc1cnn(-c2ccccc2)c1)c1ncn(C)n1,True,False
CN(CCn1c(-c2ccc[nH]2)nnc1N1CC2CCCN2CC1CO)C1CC1,CN(CCn1c(-c2ccc[nH]2)nnc1N1CC2CCCN2CC1CO)C1CC1,True,False
Cn1cc(Br)c(Nc2cnn(CCN3CCCC3)c2)cc1=O,Cn1cc(Br)c(Nc2cnn(CCN3CCCC3)c2)cc1=O,True,False
CCCNC(=O)c1cccc(Nc2ccc(C(F)(F)F)nc2C(=O)OC)c1,CCCNC(=O)c1cccc(Nc2ccc(C(F)(F)F)nc2C(=O)OC)c1,True,False
Cc1ccc(C2=NN(CC(O)Cc3ccc4ccccc4c3)C(c3cccc(Br)c3)C2)cc1,Cc1ccc(C2=NN(CC(O)Cc3ccc4ccccc4c3)C(c3cccc(Br)c3)C2)cc1,True,False
Cc1cnc(Nc2c(F)cccc2NC(C)C)c(C#N)c1,Cc1cnc(Nc2c(F)cccc2NC(C)C)c(C#N)c1,True,False
CCc1nn(C)c(Cl)c1C(=O)Nc1cc(C)c(Cl)c(Cl)c1,CCc1nn(C)c(Cl)c1C(=O)Nc1cc(C)c(Cl)c(Cl)c1,True,False
CC(NC(=O)C1=NN(c2ccccc2)C(C(=O)OC(C)(C)C)C1)c1cccc2ccccc12,CC(NC(=O)C1=NN(c2ccccc2)C(C(=O)OC(C)(C)C)C1)c1cccc2ccccc12,True,False
C=CC(=O)Nc1cccc(Nc2cncc(-c3ccc(F)cc3F)n2)c1,C=CC(=O)Nc1cccc(Nc2cncc(-c3ccc(F)cc3F)n2)c1,True,False
CN(c1ccc2c(Nc3ccc(F)c(Cl)c3)ncnc2c1)c1ccccn1,CN(c1ccc2c(Nc3ccc(F)c(Cl)c3)ncnc2c1)c1ccccn1,True,False
C#CCCCC(=O)N1CCCC(NC(=O)C2CCN(C(N)=O)CC2)C1C,C#CCCCC(=O)N1CCCC(NC(=O)C2CCN(C(N)=O)CC2)C1C,True,False
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C)c(C)c3)ncc2Br)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C)c(C)c3)ncc2Br)c1,True,False
O=C(NCCc1cccc2c1OCCO2)C1CCc2cncn2C1,O=C(NCCc1cccc2c1OCCO2)C1CCc2cncn2C1,True,False
NC(=O)c1cn2ncnc2cc1OCc1cccc(-c2ccc(F)cc2)n1,NC(=O)c1cn2ncnc2cc1OCc1cccc(-c2ccc(F)cc2)n1,True,False
O=C(Nc1ccc2c(c1)OCO2)c1sc2ncnc(Nc3cccc(Br)c3)c2c1COC(=O)CCN1CCCCCO1,O=C(CCN1CCCCCO1)OCc1c(C(=O)Nc2ccc3c(c2)OCO3)sc2ncnc(Nc3cccc(Br)c3)c12,True,False
C=C(C)C(C)(C)C(=O)NC(c1ccccc1)c1nc[nH]n1,C=C(C)C(C)(C)C(=O)NC(c1ccccc1)c1nc[nH]n1,True,False
CC1(C(=O)N2CCC(CCNCc3ncccn3)C2)C=CCC1,CC1(C(=O)N2CCC(CCNCc3ncccn3)C2)C=CCC1,True,False
Nc1cccc2c1c(-c1ccc(Nc3cc(F)cc(F)c3O)cc1)cn2C(=O)C1CCN(S(=O)(=O)c2cccnc2)CC1,Nc1cccc2c1c(-c1ccc(Nc3cc(F)cc(F)c3O)cc1)cn2C(=O)C1CCN(S(=O)(=O)c2cccnc2)CC1,True,False
CCCCCCC(=O)NC1CCCN(Cc2nc3c(o2)CCCC3)C1,CCCCCCC(=O)NC1CCCN(Cc2nc3c(o2)CCCC3)C1,True,False
CC(CNC(=O)NC(C)c1nc(-c2ccccc2)cs1)CN1CCN(C)CC1,CC(CNC(=O)NC(C)c1nc(-c2ccccc2)cs1)CN1CCN(C)CC1,True,False
CC(=O)c1ccc(COc2cccc(-c3nc(C)no3)c2)cc1,CC(=O)c1ccc(COc2cccc(-c3nc(C)no3)c2)cc1,True,False
C=CC(=O)N1CCc2sc(C(=O)NC3CCCC3)cc21,C=CC(=O)N1CCc2sc(C(=O)NC3CCCC3)cc21,True,False
Cc1cc2ncnc(Nc3ccc(F)c(F)c3F)c2s1,Cc1cc2ncnc(Nc3ccc(F)c(F)c3F)c2s1,True,False
O=C(CNS(=O)(=O)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)Nc1ccccc1Cl,O=C(CNS(=O)(=O)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)Nc1ccccc1Cl,True,False
CCOc1cc(C(=O)N2CCCOC3(CNC3)C2)cc(Br)c1OCC,CCOc1cc(C(=O)N2CCCOC3(CNC3)C2)cc(Br)c1OCC,True,False
COc1ccc(Cl)cc1NC(=O)CN1CC(C)OC(c2ccccc2)C1,COc1ccc(Cl)cc1NC(=O)CN1CC(C)OC(c2ccccc2)C1,True,False
COc1cc2c(Nc3ccc(OC(F)F)c(F)c3)ncnc2cc1OCC1CCN(C)C1,COc1cc2c(Nc3ccc(OC(F)F)c(F)c3)ncnc2cc1OCC1CCN(C)C1,True,False
CCC(CC)C(=O)NCC1COCCN1Cc1cc2n(n1)CCC2,CCC(CC)C(=O)NCC1COCCN1Cc1cc2n(n1)CCC2,True,False
CCN(Cc1cccc(F)c1C#N)C1CN(C(=O)OC(C)(C)C)C1,CCN(Cc1cccc(F)c1C#N)C1CN(C(=O)OC(C)(C)C)C1,True,False
N#CCCCN1CCC2(CN(S(=O)(=O)N3CCC3)CCO2)C1,N#CCCCN1CCC2(C1)CN(S(=O)(=O)N1CCC1)CCO2,True,False
COc1ccncc1Cn1c(-c2cccc(OC(=O)/C=C/c3ccccc3)c2)no1,COc1ccncc1Cn1onc1-c1cccc(OC(=O)/C=C/c2ccccc2)c1,True,False
CCCN(CC)c1nnc(-c2cnccn2)n1Cc1ccc(F)cc1F,CCCN(CC)c1nnc(-c2cnccn2)n1Cc1ccc(F)cc1F,True,False
COc1ccc(C(=O)N2CCOCC2)cc1Nc1c(F)ccc(F)c1Cl,COc1ccc(C(=O)N2CCOCC2)cc1Nc1c(F)ccc(F)c1Cl,True,False
CN(CCN/C(O)=N/Nc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2n1CC(=O)NC/C=C/CNC(=O)C(F)(F)F)c1ccc2ccccc2n1,CN(CCN/C(O)=N/Nc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2n1CC(=O)NC/C=C/CNC(=O)C(F)(F)F)c1ccc2ccccc2n1,True,False
CN1CCC(NC(=O)CCC(=O)N2CCc3sc(NC4CC4)nc3SC2)C1,CN1CCC(NC(=O)CCC(=O)N2CCc3sc(NC4CC4)nc3SC2)C1,True,False
CC(=O)N(C)CC(=O)N1CCC2(CN(CC(=O)N3CCOCC3)CCO2)C1,CC(=O)N(C)CC(=O)N1CCC2(CN(CC(=O)N3CCOCC3)CCO2)C1,True,False
COc1ccccc1Oc1ccc(NC(=S)Nc2ccc(OCc3ccccc3)cc2)cc1,COc1ccccc1Oc1ccc(NC(=S)Nc2ccc(OCc3ccccc3)cc2)cc1,True,False
COc1cc2c(NC3CCC(C(F)(F)F)CC3)ncnc2cc1OCC1=CC(=O)OC1,COc1cc2c(NC3CCC(C(F)(F)F)CC3)ncnc2cc1OCC1=CC(=O)OC1,True,False
CN1C(=O)CC(NC(=O)c2ccc(O)cc2)C1c1ccc(C(F)(F)F)cc1,CN1C(=O)CC(NC(=O)c2ccc(O)cc2)C1c1ccc(C(F)(F)F)cc1,True,False
Cc1cc(NC(=S)Nc2ccc(OCc3cccc(F)c3)c(Br)c2)cc(F)c1Br,Cc1cc(NC(=S)Nc2ccc(OCc3cccc(F)c3)c(Br)c2)cc(F)c1Br,True,False
CCCn1c2ccccc2nc1-c1ccc(C(=O)N(C)CC(=O)Nc2ccccc2OC)cc1,CCCn1c(-c2ccc(C(=O)N(C)CC(=O)Nc3ccccc3OC)cc2)nc2ccccc21,True,False
Cc1cc(C(=O)NC2CN(C(=O)C(F)C(C)C)CC2C)c(C)nn1,Cc1cc(C(=O)NC2CN(C(=O)C(F)C(C)C)CC2C)c(C)nn1,True,False
N#Cc1ccc(F)c(CNc2ccc(Nc3ccc(N4CCOCC4)cc3)cn2)c1,N#Cc1ccc(F)c(CNc2ccc(Nc3ccc(N4CCOCC4)cc3)cn2)c1,True,False
Cc1nc(-c2nc(-c3cccc(Cl)c3C)no2)c(C2CC2)n1-c1ccc2ncnc(Nc3ccc(N4CCC(C(=O)Nc5ccccc5)CC4)cc3)c2c1,Cc1c(Cl)cccc1-c1noc(-c2nc(C)n(-c3ccc4ncnc(Nc5ccc(N6CCC(C(=O)Nc7ccccc7)CC6)cc5)c4c3)c2C2CC2)n1,True,False
COCC(=O)N1CC(NC(=O)C(=O)Nc2cc(F)ccc2F)C1,COCC(=O)N1CC(NC(=O)C(=O)Nc2cc(F)ccc2F)C1,True,False
COc1cc(NC(=O)C(=O)N2CCC(n3cnc4ccccc4c3=O)CC2)cc(OC)c1OC,COc1cc(NC(=O)C(=O)N2CCC(n3cnc4ccccc4c3=O)CC2)cc(OC)c1OC,True,False
CN(CC(O)COc1cc2c(Nc3ccc(C(F)(F)F)c(Br)c3)ncnc2cc1OCc1ccccc1)C1CC2(COC2)C1,CN(CC(O)COc1cc2c(Nc3ccc(C(F)(F)F)c(Br)c3)ncnc2cc1OCc1ccccc1)C1CC2(COC2)C1,True,False
CCCc1cc(NC(=O)C2(C)CC2(F)F)c(C(=O)OC)n1-c1ccc(C)c(C)c1,CCCc1cc(NC(=O)C2(C)CC2(F)F)c(C(=O)OC)n1-c1ccc(C)c(C)c1,True,False
CC(CNc1cc2ncnc(Nc3ccc(Cl)cc3)c2c(N)c1)CC(N)CS(C)(=O)=O,CC(CNc1cc(N)c2c(Nc3ccc(Cl)cc3)ncnc2c1)CC(N)CS(C)(=O)=O,True,False
O=C1CCC(NC2CC3(CC(Nc4cc(F)c(F)c(F)c4)C3)C2)CN1,O=C1CCC(NC2CC3(CC(Nc4cc(F)c(F)c(F)c4)C3)C2)CN1,True,False
Cn1cnc(S(=O)(=O)NC2(CC3COC4(CCCC4)C3)c3ccccc32)c1,Cn1cnc(S(=O)(=O)NC2(CC3COC4(CCCC4)C3)c3ccccc32)c1,True,False
O=C(c1cccc2cc(O)ccc12)N1CC2CCC2(NCc2cccc(-c3nn[nH]n3)c2)C1,O=C(c1cccc2cc(O)ccc12)N1CC2CCC2(NCc2cccc(-c3nn[nH]n3)c2)C1,True,False
O=C(NC1CCN(CC(O)c2ccc3c(c2)CN(C(=O)CCCSCc2ccccc2)C3=O)CC1)c1ccccc1,O=C(NC1CCN(CC(O)c2ccc3c(c2)CN(C(=O)CCCSCc2ccccc2)C3=O)CC1)c1ccccc1,True,False
Cc1cc(N2CC(NC(=O)Nc3cc(C4CC4C)[nH]n3)C(C#N)N(CC(C)C)C2=O)ncn1,Cc1cc(N2CC(NC(=O)Nc3cc(C4CC4C)[nH]n3)C(C#N)N(CC(C)C)C2=O)ncn1,True,False
C=CCC(C)(C)C(=O)NC1C2CCC(C2)C1C(=O)NC(C)c1ccccc1OC,C=CCC(C)(C)C(=O)NC1C2CCC(C2)C1C(=O)NC(C)c1ccccc1OC,True,False
C=CC(=O)Nc1cccc(Nc2nc(N3CCCCC3)nc3c2OCC(=O)N3c2ccc3c(c2)CN(C(=O)C#N)CC3)c1,C=CC(=O)Nc1cccc(Nc2nc(N3CCCCC3)nc3c2OCC(=O)N3c2ccc3c(c2)CN(C(=O)C#N)CC3)c1,True,False
C=CCC(C)(O)CNC(=O)C1=CCN(C(=O)c2ncc[nH]2)CC1,C=CCC(C)(O)CNC(=O)C1=CCN(C(=O)c2ncc[nH]2)CC1,True,False
C#Cc1cccc(Nc2nc(OC)cc(Nc3ccc(C#N)c(Cl)c3)c2)c1,C#Cc1cccc(Nc2cc(Nc3ccc(C#N)c(Cl)c3)cc(OC)n2)c1,True,False
CN1C(=O)NC(c2cccnc2N2CCCCC2)C(C(=O)c2ccccc2)=C1Cl,CN1C(=O)NC(c2cccnc2N2CCCCC2)C(C(=O)c2ccccc2)=C1Cl,True,False
C=CC(=O)Nc1cc2c(Nc3cncc(OC(C)C)c3)ncnc2cc1OCCNC(=O)CN(C)CCN(C)C,C=CC(=O)Nc1cc2c(Nc3cncc(OC(C)C)c3)ncnc2cc1OCCNC(=O)CN(C)CCN(C)C,True,False
Cc1cc(/C=C/c2nc(NCc3ccc(N4CCC(O)CC4)cc3)ncc2Cl)cc(Br)c1C#N,Cc1cc(/C=C/c2nc(NCc3ccc(N4CCC(O)CC4)cc3)ncc2Cl)cc(Br)c1C#N,True,False
Cc1nn(C2CCS(=O)(=O)C2)c2nc(-c3ccc(C(=O)N(C)C)nc3OC3OC(CO)C(O)C3O)oc12,Cc1nn(C2CCS(=O)(=O)C2)c2nc(-c3ccc(C(=O)N(C)C)nc3OC3OC(CO)C(O)C3O)oc12,True,False
CCN(C)c1nnc(-c2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2)n1C,CCN(C)c1nnc(-c2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2)n1C,True,False
Cc1cc(NC(=O)C(=O)Nc2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)n(C)n1,Cc1cc(NC(=O)C(=O)Nc2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)n(C)n1,True,False
C=CCOCCN1C2CCCC1CN(C(=O)c1ccn(C(F)F)n1)C2,C=CCOCCN1C2CCCC1CN(C(=O)c1ccn(C(F)F)n1)C2,True,False
Cc1cc(C)nc(N2CCCC(N3CC(CO)C(COP(C)(C)C)C3)C2)n1,Cc1cc(C)nc(N2CCCC(N3CC(CO)C(CO[PH](C)(C)C)C3)C2)n1,True,False
COc1ccc(/C=C(/C(=O)Nc2cccc(C(F)(F)F)c2)c2ccc(S(=O)(=O)O)cc2)cc1,COc1ccc(/C=C(/C(=O)Nc2cccc(C(F)(F)F)c2)c2ccc(S(=O)(=O)O)cc2)cc1,True,False
CC1CCCN(c2nc(Nc3cc(Nc4ccc(F)c(Cl)c4)ncn3)ncc2[N+](=O)[O-])C1,CC1CCCN(c2nc(Nc3cc(Nc4ccc(F)c(Cl)c4)ncn3)ncc2[N+](=O)[O-])C1,True,False
Cc1ccc(N2CCN(C3CC(C)n4ncnc43)CC2=O)cc1,Cc1ccc(N2CCN(C3CC(C)n4ncnc43)CC2=O)cc1,True,False
CC(C)C(=O)Nc1cccc(Nc2ncc(Br)nc2Nc2cccc3nsnc32)c1,CC(C)C(=O)Nc1cccc(Nc2ncc(Br)nc2Nc2cccc3nsnc23)c1,True,False
C=CCNC(=O)C1C2CC1CN(c1ccc(Br)c(C)n1)C2,C=CCNC(=O)C1C2CC1CN(c1ccc(Br)c(C)n1)C2,True,False
C=CC(=O)Nc1cc(Nc2ncc3c(n2)COC3)c(OC)cc1N1CCOCC1,C=CC(=O)Nc1cc(Nc2ncc3c(n2)COC3)c(OC)cc1N1CCOCC1,True,False
CCNC(=O)C(C)OC(=O)c1ncoc1-c1cccc(C(F)(F)F)c1,CCNC(=O)C(C)OC(=O)c1ncoc1-c1cccc(C(F)(F)F)c1,True,False
CN(Cc1nc2ccccc2[nH]1)C1CCOC2(CCN(C(=O)c3ccncc3F)CC2)C1,CN(Cc1nc2ccccc2[nH]1)C1CCOC2(CCN(C(=O)c3ccncc3F)CC2)C1,True,False
C=C(Cl)CN1CCC1CN(C)C(=O)c1ncccc1NC(C)=O,C=C(Cl)CN1CCC1CN(C)C(=O)c1ncccc1NC(C)=O,True,False
CC(=O)Nc1ccc(Cl)c(Nc2cc(-c3cccc(F)c3F)ncn2)c1,CC(=O)Nc1ccc(Cl)c(Nc2cc(-c3cccc(F)c3F)ncn2)c1,True,False
O=C(Nc1ccnn1Cc1cccc2c(Nc3ccc(F)c(Cl)c3)ncnc12)c1ccc(F)cc1,O=C(Nc1ccnn1Cc1cccc2c(Nc3ccc(F)c(Cl)c3)ncnc12)c1ccc(F)cc1,True,False
Cn1ncc2cc(Nc3cc(Cl)c(N)c(Cl)c3)ccc21,Cn1ncc2cc(Nc3cc(Cl)c(N)c(Cl)c3)ccc21,True,False
CCS(=O)(=O)N1CC2CC3CC2C1C3Oc1ccc(C(F)(F)F)cc1,CCS(=O)(=O)N1CC2CC3CC2C1C3Oc1ccc(C(F)(F)F)cc1,True,False
CCC1OCCC1C(=O)N1CCC(NCc2ccon2)C1,CCC1OCCC1C(=O)N1CCC(NCc2ccon2)C1,True,False
CCN(C)C(=O)CNCCC(=O)NCc1ccccc1OC,CCN(C)C(=O)CNCCC(=O)NCc1ccccc1OC,True,False
CCC1(NC(=O)Nc2ccc(Br)cc2C)CCC1,CCC1(NC(=O)Nc2ccc(Br)cc2C)CCC1,True,False
O=C(Nc1c(F)cc(Cl)cc1F)c1csc(O)n1,O=C(Nc1c(F)cc(Cl)cc1F)c1csc(O)n1,True,False
CC(Cn1c(-c2cccnc2)nnc1N(C)C1CCN(Cc2ccccc2)C(C)C1)N(C)C,CC(Cn1c(-c2cccnc2)nnc1N(C)C1CCN(Cc2ccccc2)C(C)C1)N(C)C,True,False
COc1ccccc1C(=O)/N=C(/Nc1ccc(F)cc1)NN1C(C)(C)COC1,COc1ccccc1C(=O)/N=C(/Nc1ccc(F)cc1)NN1COCC1(C)C,True,False
c1cc2c(ncnc2Nc2ccc3ncnc(Nc4ccc(Cl)cc4)c3c2)[nH]1,Clc1ccc(Nc2ncnc3ccc(Nc4ncnc5[nH]ccc45)cc23)cc1,True,False
CN(C)c1cc(F)cc(Nc2cccc(F)c2-n2cccc2)c1,CN(C)c1cc(F)cc(Nc2cccc(F)c2-n2cccc2)c1,True,False
C=CC(C)(CCOC)NC(=O)c1ccc2c(Br)cnc(Nc3cccc(OCC)c3)c2c1,C=CC(C)(CCOC)NC(=O)c1ccc2c(Br)cnc(Nc3cccc(OCC)c3)c2c1,True,False
O=C(c1ccccc1)N1CCCN(C2CCN(Cc3ccccc3)C(C3CC3)N2)CC1,O=C(c1ccccc1)N1CCCN(C2CCN(Cc3ccccc3)C(C3CC3)N2)CC1,True,False
Cc1cccc(Oc2cc(-c3noc(/C=C/C(=O)C(F)(F)F)n3)ccc2F)c1,Cc1cccc(Oc2cc(-c3noc(/C=C/C(=O)C(F)(F)F)n3)ccc2F)c1,True,False
CCN(CC1CCCO1)C(=O)c1cc2n(n1)CCCC2=O,CCN(CC1CCCO1)C(=O)c1cc2n(n1)CCCC2=O,True,False
CC(C)NC(=O)c1cccc(Nc2ccc(CN3CCN(C)CC3)cc2)c1,CC(C)NC(=O)c1cccc(Nc2ccc(CN3CCN(C)CC3)cc2)c1,True,False
CN(C1CCCN(c2ccccc2F)C1=O)C1COC1,CN(C1COC1)C1CCCN(c2ccccc2F)C1=O,True,False
Cn1c(=O)c2sccc2c2c(Nc3ccccc3F)ncnc21,Cn1c(=O)c2sccc2c2c(Nc3ccccc3F)ncnc21,True,False
O=C(Cc1csc(-c2cccc3ccccc23)n1)OCc1ncc(-c2ccc(F)cc2)o1,O=C(Cc1csc(-c2cccc3ccccc23)n1)OCc1ncc(-c2ccc(F)cc2)o1,True,False
CC(C)(C)CNC(=O)C(=O)Nc1cnc2ccnn2c1,CC(C)(C)CNC(=O)C(=O)Nc1cnc2ccnn2c1,True,False
COc1ccc(-c2csc(=NC3(C(N)=O)CN(C(C)C)CC3)[nH]2)cc1,COc1ccc(-c2csc(=NC3(C(N)=O)CCN(C(C)C)C3)[nH]2)cc1,True,False
COc1cc(C(F)(F)F)ccc1-c1cc2c(Nc3ccccc3F)ncnc2cc1F,COc1cc(C(F)(F)F)ccc1-c1cc2c(Nc3ccccc3F)ncnc2cc1F,True,False
O=C(NCC(CO)Cc1ccccc1)c1cc(S(=O)(=O)N2CCCC2)ccc1Cl,O=C(NCC(CO)Cc1ccccc1)c1cc(S(=O)(=O)N2CCCC2)ccc1Cl,True,False
C=CC(=O)Nc1cccc(-n2c(-c3ccccc3)nc3ccc(C)nc3c2=O)c1,C=CC(=O)Nc1cccc(-n2c(-c3ccccc3)nc3ccc(C)nc3c2=O)c1,True,False
CCCOCC(=O)NC12CCCC1CN(C(=O)c1ncc(OC)cn1)C2,CCCOCC(=O)NC12CCCC1CN(C(=O)c1ncc(OC)cn1)C2,True,False
CC(C)Oc1ccc2c(c1)C(=O)NC2,CC(C)Oc1ccc2c(c1)C(=O)NC2,True,False
C=C(Br)CN1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,C=C(Br)CN1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,True,False
COc1cc(C(=O)NC2CN(C(=O)OC(C)(C)C)CCC2N2CCOCC2)cc2c1OC(C(F)(F)F)CCC2=O,COc1cc(C(=O)NC2CN(C(=O)OC(C)(C)C)CCC2N2CCOCC2)cc2c1OC(C(F)(F)F)CCC2=O,True,False
Cn1nnnc1-c1cccc(Nc2ccc3c(c2)C2(CCC2)NN3)c1,Cn1nnnc1-c1cccc(Nc2ccc3c(c2)C2(CCC2)NN3)c1,True,False
Cc1nc(NC(=O)N2C3CCC2(C(N)=O)CC3)sc1C(F)(F)F,Cc1nc(NC(=O)N2C3CCC2(C(N)=O)CC3)sc1C(F)(F)F,True,False
CC(=O)N(c1nc(Cn2cc(Cl)c(=O)c(NC(=O)C3(O)CCSC3)n2)cs1)c1ccccc1,CC(=O)N(c1ccccc1)c1nc(Cn2cc(Cl)c(=O)c(NC(=O)C3(O)CCSC3)n2)cs1,True,False
